Sample_ID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
EQM9312	-0.0988	-0.1049	-0.0977	0.0594	0.1162	-0.0189	0.0224	0.0019	0.0063	-0.0078
EQM9313	-0.1057	-0.112	-0.1104	0.0795	0.1251	-0.0229	0.0271	0.001	0.0103	-0.0114
EQM9314	-0.1037	-0.1105	-0.1052	0.0646	0.1234	-0.0059	0.0267	0.0066	0.0116	0.0032
EQM9315	-0.1053	-0.1071	-0.1028	0.0633	0.1192	-0.0184	0.0233	0.0123	0.0099	0.0015
EQM9316	-0.1086	-0.1078	-0.103	0.063	0.1247	-0.0135	0.0338	0.0158	0.0047	0.0051
EQM9318	-0.1051	-0.1077	-0.1045	0.0627	0.1163	-0.0222	0.0302	0.004	0.0087	-0.0033
EQM9319	-0.1002	-0.1092	-0.0989	0.0748	0.1234	-0.0117	0.0181	0.0073	0.0161	0.0001
EQM9320	-0.1018	-0.1059	-0.0987	0.0566	0.1112	-0.0208	0.029	0.0105	0.0047	-0.0021
EQM9321	-0.0956	-0.105	-0.0927	0.0634	0.1117	-0.0105	0.0213	0.0138	0.0191	0.0015
EQM9322	-0.103	-0.1083	-0.1041	0.0621	0.1197	-0.0169	0.0174	0.001	0.0115	-0.0006
EQM9352	-0.1027	-0.1086	-0.1015	0.0776	0.1194	-0.0187	0.024	0.006	0.0076	-0.0012
EQM9355	-0.1021	-0.1055	-0.0995	0.0579	0.1139	-0.0203	0.0126	0.0031	0.014	0.0094
EQM9368	-0.1022	-0.1062	-0.097	0.0565	0.1126	-0.0196	0.0264	0.0064	0.0094	0.003
Erasmus_037	-0.0045	0.0229	-0.0038	0.0059	-0.0006	0.0006	0.0001	-0.0007	-0.0004	-0.0013
Erasmus_070	-0.0073	0.027	0.0003	0.0064	-0.0041	-0.0002	-0.0009	-0.0019	-0.0017	0.0028
Erasmus_099	-0.0093	0.0273	-0.0001	0.0036	0.0002	0.002	-0.0006	-0.0003	-0.0036	0.0029
Erasmus_101	-0.0074	0.025	0.0001	0.008	0.0006	-0.0005	-0.0012	0.001	0.002	-0.0014
Erasmus_104	-0.0062	0.025	-0.0016	0.0006	-0.002	-0.0012	-0.0019	-0.001	-0.001	-0.0013
Erasmus_107	-0.0071	0.0235	-0.0007	0.0014	-0.0052	0.0013	0.0019	-0.0028	-0.0039	-0.0002
Erasmus_108	-0.009	0.0244	0.0019	0.0058	-0.0021	-0.0005	0.0003	0.0032	0.0007	0.0019
Erasmus_110	-0.0112	0.0263	0.0006	0.0029	-0.0027	-0.0003	0.0014	-0.0021	0.0009	0.001
Erasmus_125	-0.0062	0.0253	-0.0005	0.0024	-0.0041	0.0002	-0.0034	0.0002	0.0004	0.003
Erasmus_153	-0.0064	0.0243	-0.006	0.0055	-0.0001	-0.0007	-0.003	0.0035	-0.0022	0.0031
ESA8701a	-0.1468	-0.147	-0.1719	0.1102	0.2106	-0.0419	0.0357	0.0133	0.0125	-0.0069
ESA8723a	-0.103	-0.1054	-0.0986	0.0653	0.1213	-0.018	0.0242	0.0163	0.0107	0.0017
ESA8725a	-0.1067	-0.1056	-0.1024	0.0581	0.1073	-0.0092	0.0183	0.0051	0.0031	-0.0052
ESA8727a	-0.1037	-0.1041	-0.0949	0.059	0.115	-0.0285	0.0304	0.0061	0.0016	0.0008
ESA8750a	-0.104	-0.1089	-0.1008	0.0571	0.113	-0.0196	0.0288	0.0085	0.0071	0.0017
ESA8773a	-0.1011	-0.1078	-0.1038	0.0586	0.1164	-0.0245	0.037	0.0058	0.0134	0.001
ESA8776a	-0.1006	-0.1042	-0.0948	0.0565	0.1119	-0.029	0.0256	0.0047	0.0117	-0.0026
ESA8794a	-0.1037	-0.1051	-0.1012	0.064	0.1086	-0.0026	0.0226	0.009	0.0001	0.0023
ESA8795a	-0.1013	-0.1079	-0.0989	0.06	0.1149	-0.028	0.0126	-0.0023	0.0116	-0.0055
ESA9121	-0.096	-0.1071	-0.1054	0.06	0.1182	-0.0148	0.0193	0.0049	0.002	-0.0008
ESA9122	-0.0985	-0.103	-0.0977	0.0609	0.1116	-0.0205	0.0274	0.0012	0.0162	0.0041
ESA9125	-0.0989	-0.1054	-0.0941	0.0597	0.1176	-0.0285	0.0344	0.0106	0.003	0.0068
ESA9127	-0.0979	-0.1081	-0.1	0.0678	0.1189	-0.0336	0.0178	0.0124	0.0081	-0.0056
ESA9128	-0.1029	-0.1055	-0.1019	0.0546	0.1168	-0.0181	0.0272	0.0099	0.0066	-0.0003
ESA9129	-0.1014	-0.1045	-0.1031	0.0595	0.1224	-0.0197	0.0115	0.007	0.0049	0.0011
ESA9130	-0.0987	-0.1014	-0.0923	0.0605	0.1106	-0.0207	0.0244	0.0068	0.0192	0.0051
ESA9131	-0.1	-0.1075	-0.1009	0.0611	0.1161	-0.0142	0.0175	0.004	0.015	-0.01
ESA9132	-0.0971	-0.1031	-0.0979	0.0614	0.1141	-0.0167	0.0226	0.0089	0.0084	-0.0021
ESC1893a	-0.101	-0.1065	-0.0959	0.0648	0.13	-0.0242	0.0193	0.0093	0.0055	-0.0064
ESC1910a	-0.0948	-0.104	-0.0971	0.0579	0.1125	-0.0194	0.0278	0.0081	0.0169	-0.0021
ESC1920a	-0.1068	-0.1092	-0.101	0.0601	0.1209	-0.0242	0.0233	0.0062	-0.0053	-0.0026
ESC1931a	-0.1101	-0.1145	-0.1212	0.0728	0.137	-0.0173	0.0218	0.0033	0.0107	0.0002
ESC1934a	-0.1028	-0.1079	-0.1059	0.0643	0.1305	-0.0184	0.0242	0.0051	-0.0035	0.0066
ESC1943a	-0.0954	-0.1017	-0.089	0.0595	0.1094	-0.0182	0.0248	0.0074	0.0005	0.0024
ESC1944a	-0.1103	-0.1115	-0.1117	0.0627	0.1299	-0.0135	0.0215	0.0111	0.0175	0.0046
ESC1967a	-0.1016	-0.1083	-0.0998	0.0604	0.1167	-0.0156	0.0282	0.0025	0.0065	-0.0053
ESC1968a	-0.1011	-0.1088	-0.0984	0.0636	0.1167	-0.0273	0.0227	-0.0018	0.0123	-0.015
ESC1971a	-0.096	-0.1026	-0.0965	0.0616	0.1152	-0.0196	0.0245	0.008	0.0181	-0.0032
ESC1975a	-0.096	-0.1051	-0.1033	0.0577	0.1157	-0.0279	0.0262	0.0008	0.0089	-0.0032
ESC1976a	-0.0974	-0.104	-0.1005	0.0558	0.1075	-0.0164	0.025	0.009	0.008	-0.0019
ESC1990a	-0.1012	-0.1055	-0.0966	0.0586	0.0984	-0.0258	0.0253	0.0025	0.0075	-0.0014
ESC1992a	-0.1065	-0.1139	-0.1152	0.0651	0.1317	-0.0168	0.0224	0.0092	0.0079	-0.0067
ESC2021a	-0.1082	-0.1212	-0.1198	0.0836	0.1474	-0.0074	0.0368	0.0029	0.0108	-0.0079
ESD3195a	-0.1119	-0.1157	-0.1178	0.0747	0.1402	-0.0269	0.0173	0.0068	0.0093	0.005
ESD3196a	-0.1201	-0.1189	-0.1246	0.0794	0.1581	-0.0256	0.0306	-0.0012	0.004	0.0063
ESD3197a	-0.1155	-0.12	-0.1262	0.0719	0.1513	-0.0162	0.0255	0.0186	0.0077	0.0034
ESD3198a	-0.1167	-0.1193	-0.1259	0.0826	0.1522	-0.0106	0.0316	0.0044	0.0096	-0.0049
ESD3200a	-0.1188	-0.1189	-0.1234	0.0777	0.1518	-0.0212	0.0232	-0.0028	0.0108	-0.0073
ESD3201a	-0.1116	-0.1155	-0.1176	0.0702	0.1369	-0.0265	0.0307	0.0114	0.0155	0.0067
ESD3202a	-0.12	-0.12	-0.1258	0.0739	0.1472	-0.0274	0.0207	0.0062	0.0138	-0.001
ESD3203a	-0.115	-0.1213	-0.1278	0.0783	0.1502	-0.0087	0.0254	0.0173	0.0185	-0.0084
ESD3204a	-0.1128	-0.1222	-0.1311	0.0926	0.1422	-0.0334	0.0396	0.0163	0.0247	-0.0003
ESD3210a	-0.1112	-0.1169	-0.1173	0.0731	0.1398	-0.0176	0.0208	0.0154	0.0142	0.0007
ESD3213a	-0.1166	-0.1208	-0.1219	0.0815	0.1438	-0.0188	0.0291	0.0094	0.0232	-0.0032
ESD3214a	-0.1151	-0.1181	-0.1186	0.0747	0.1418	-0.0327	0.042	0.0002	0.0063	0.002
ESD3215a	-0.1095	-0.118	-0.1212	0.0745	0.1499	-0.0129	0.0308	-0.0053	0.0047	-0.0046
ESD3216a	-0.1182	-0.119	-0.1227	0.0806	0.1558	-0.023	0.0203	-0.0112	0.0177	0.0075
ESD3217a	-0.1171	-0.1204	-0.1201	0.0765	0.1496	-0.0196	0.0349	0.014	0.0012	-0.0062
ESD3218a	-0.1222	-0.121	-0.1256	0.0771	0.1544	-0.0214	0.0311	-0.0019	0.0155	0.0032
ESD3231a	-0.1216	-0.1205	-0.1249	0.0858	0.1512	-0.0217	0.0284	0.0101	0.0067	-0.0006
ESD3260a	-0.1165	-0.1177	-0.1164	0.081	0.1447	-0.0223	0.0253	0.016	0.005	-0.002
ESD3263a	-0.1153	-0.1214	-0.1212	0.0745	0.1527	-0.028	0.0383	0.0068	0.0112	-0.0024
ESD3264a	-0.1131	-0.1192	-0.1251	0.073	0.1413	-0.0308	0.0401	0.0034	0.0022	0.0005
ESH8332a	-0.1607	-0.1623	-0.1907	0.1263	0.2444	-0.0334	0.0395	0.0118	0.0146	-0.0075
ESH8333a	-0.1547	-0.156	-0.1913	0.1304	0.238	-0.0372	0.046	0.0104	0.0124	0.0081
ESH8351a	-0.1574	-0.1593	-0.1921	0.1426	0.2412	-0.0308	0.0349	0.0255	0.0134	-0.0096
ESH8354a	-0.1564	-0.1572	-0.1921	0.1255	0.2366	-0.033	0.0342	0.011	0.0168	0.0004
ESH8355a	-0.1586	-0.161	-0.1932	0.1279	0.2401	-0.0307	0.047	0.0177	0.0158	-0.0024
ESH8658	-0.1591	-0.161	-0.1916	0.1286	0.2397	-0.0275	0.0385	0.0127	0.0192	0.0007
ESH8659	-0.1548	-0.1596	-0.1963	0.1267	0.2321	-0.0298	0.0502	0.0092	0.0089	-0.0035
ESH8674	-0.1576	-0.1577	-0.1941	0.1288	0.2418	-0.0214	0.0396	0.0133	0.0197	0.0003
ESH8675	-0.1554	-0.1586	-0.1896	0.1285	0.233	-0.0445	0.0565	0.0167	0.0093	-0.0033
ESH8676	-0.1571	-0.1569	-0.1906	0.1268	0.2397	-0.0467	0.053	0.0204	0.0085	0.0055
ESH8677	-0.1601	-0.1604	-0.1913	0.1236	0.2286	-0.0337	0.0414	0.0196	0.0286	-0.0094
ESH8678	-0.1573	-0.1575	-0.1928	0.13	0.2464	-0.0434	0.0441	0.006	0.0182	0.0074
ESH8679	-0.1568	-0.1571	-0.1895	0.1295	0.2401	-0.0393	0.0394	0.014	0.0161	-0.0011
ESH8680a	-0.1534	-0.1539	-0.1944	0.1257	0.2284	-0.04	0.0372	0.0097	0.0151	0.0033
ESK2034a	-0.1333	-0.1372	-0.1518	0.0981	0.1957	-0.0347	0.0264	0.0172	0.0111	-0.0056
ESK2036a	-0.1309	-0.1345	-0.1486	0.1006	0.1868	-0.0341	0.0353	0.0076	0.016	-0.002
ESK2037a	-0.132	-0.1343	-0.1523	0.1034	0.196	-0.0191	0.0294	0.012	0.0128	-0.0027
ESK2039a	-0.1337	-0.1392	-0.1544	0.1	0.1914	-0.0235	0.048	0.0148	0.0041	0.0012
ESK2040a	-0.1368	-0.1411	-0.156	0.1089	0.205	-0.0266	0.0359	0.013	0.0129	0.003
ESK2046a	-0.1318	-0.1359	-0.1522	0.0966	0.1835	-0.0272	0.0389	0.0096	0.0105	0.0031
ESK2048a	-0.1326	-0.1365	-0.1506	0.0976	0.182	-0.0281	0.04	0.021	0.0081	0.0106
ESK2051a	-0.1283	-0.1329	-0.1452	0.0946	0.1796	-0.0359	0.0344	0.01	0.0129	0.0007
ESK2056a	-0.1368	-0.1378	-0.1577	0.0947	0.1876	-0.0341	0.0355	0.0083	0.0132	0.0077
ESK2058a	-0.1342	-0.1363	-0.1509	0.0936	0.1752	-0.0239	0.0398	0.01	0.018	-0.0142
ESK2061a	-0.1347	-0.1387	-0.1539	0.1014	0.1829	-0.0189	0.0445	0.0114	0.0132	-0.0018
ESK2079a	-0.1291	-0.1341	-0.1466	0.0933	0.1849	-0.0327	0.0454	-0.0018	0.0133	0.0004
ESK2084a	-0.1274	-0.1341	-0.1526	0.0949	0.1885	-0.0345	0.0284	0.0163	0.0103	-0.0016
ESK2090a	-0.1259	-0.1302	-0.1395	0.0947	0.1665	-0.026	0.0315	0.0121	0.0119	-0.0021
ESK2146a	-0.1317	-0.1345	-0.1554	0.1022	0.1891	-0.0326	0.0486	0.0159	0.0005	0.005
ESM1195	-0.1007	-0.1082	-0.1111	0.0683	0.1366	-0.0152	0.0137	-0.0037	0.0064	-0.0008
ESM2475a	-0.117	-0.1142	-0.1142	0.0714	0.137	-0.0203	0.0229	0.0055	0.0134	-0.0073
ESR7978a	-0.1616	-0.1582	-0.1905	0.1207	0.241	-0.0411	0.0456	-0.0081	0.0093	0.0025
ESR7979a	-0.1639	-0.1614	-0.1932	0.1302	0.2408	-0.0474	0.059	0.0171	0.0244	0.0133
ESR7982a	-0.1639	-0.159	-0.191	0.1301	0.2299	-0.0373	0.0396	0.008	0.01	-0.0001
ESR7983a	-0.1642	-0.1611	-0.1969	0.1308	0.2494	-0.032	0.045	0.0194	0.0149	0.0016
ESR7987a	-0.1597	-0.1553	-0.187	0.115	0.2151	-0.0299	0.0424	0.0017	0.0166	-0.0066
ESR7996a	-0.1646	-0.1587	-0.1938	0.1185	0.2281	-0.0325	0.0501	0.007	0.0203	0.0019
ESR7998a	-0.1572	-0.1563	-0.1957	0.1194	0.2239	-0.0409	0.0443	0.0104	0.0131	0.0052
ESR8001a	-0.1525	-0.1519	-0.1762	0.1218	0.2334	-0.0282	0.0374	0.0026	0.0245	-0.0022
ESR8007a	-0.1609	-0.1585	-0.1867	0.125	0.2378	-0.0503	0.0438	0.0265	0.0202	0.0001
ESR8008a	-0.1558	-0.159	-0.1922	0.1227	0.2406	-0.0352	0.0459	0.0142	0.0205	0.0134
ESR8010a	-0.1644	-0.1606	-0.1916	0.1273	0.2461	-0.051	0.0365	0.0108	0.0279	-0.0034
ESR8011a	-0.1562	-0.1578	-0.1805	0.123	0.2358	-0.046	0.0409	0.0171	0.0185	0.0025
ESR8013a	-0.1596	-0.1576	-0.1826	0.1228	0.2413	-0.0431	0.0395	0.0104	0.0126	0.0129
ESR8014a	-0.1607	-0.1584	-0.1898	0.1175	0.2339	-0.025	0.0514	0.0209	0.0297	0.0161
ETG150a	-0.0969	-0.1009	-0.0895	0.0559	0.1041	-0.0157	0.016	0.0037	0.0149	-0.002
ETG829a	-0.0966	-0.1031	-0.0948	0.0541	0.1212	-0.0077	0.0205	0.0014	0.0188	0.0007
ETG833a	-0.0961	-0.1006	-0.0945	0.0495	0.1032	-0.0198	0.0153	0.0119	0.0221	-0.0016
ETG837a	-0.1005	-0.1078	-0.1003	0.0606	0.1173	-0.024	0.0197	0.0091	0.0045	0.0016
ETG851a	-0.0884	-0.0979	-0.0852	0.0604	0.1026	-0.0138	0.0254	0.0078	0.0047	0.0014
ETG933a	-0.0908	-0.0959	-0.0924	0.05	0.1024	-0.012	0.0231	0.0004	0.0118	0.0046
ETG944a	-0.0946	-0.1038	-0.0982	0.066	0.1078	-0.0078	0.0292	0.0103	0.0101	-0.0068
ETG1203a	-0.0988	-0.1015	-0.0952	0.0543	0.1107	-0.0198	0.0205	0.0111	0.0169	-0.0036
ETG1241a	-0.1004	-0.1061	-0.1038	0.073	0.1153	-0.0183	0.0361	0.0054	0.0244	-0.0073
ETG1331a	-0.0893	-0.0972	-0.0897	0.0546	0.1078	-0.015	0.0183	0.0068	0.0064	0.0091
ETG1974a	-0.0985	-0.0992	-0.0884	0.0574	0.114	-0.015	0.0225	-0.002	0.0113	-0.0066
ETG2455a	-0.0922	-0.0982	-0.0853	0.0512	0.1045	-0.0141	0.0145	0.0039	0.0138	-0.0081
ETG2473a	-0.0931	-0.0992	-0.0892	0.0547	0.1051	-0.0101	0.0178	0.0099	0.0152	-0.0013
ETY2400a	-0.1107	-0.1157	-0.1203	0.0757	0.1433	-0.0228	0.0332	0.013	0.0087	0.0045
ETY3510a	-0.1323	-0.1375	-0.153	0.0977	0.1864	-0.0203	0.0378	0.0055	0.024	-0.0023
ETY6248a	-0.1315	-0.1362	-0.1533	0.0958	0.1866	-0.0259	0.0416	0.0385	0.0121	0.0058
ETY6258a	-0.1316	-0.1337	-0.1466	0.1003	0.1938	-0.0193	0.029	-0.0012	0.013	0.0003
ETY6263a	-0.1319	-0.1376	-0.1496	0.1039	0.1901	-0.0437	0.0389	-0.001	0.0085	-0.009
ETY6268a	-0.1338	-0.1343	-0.1494	0.0985	0.1825	-0.012	0.0442	0.0057	0.0141	-0.0111
ETY6269a	-0.1338	-0.1393	-0.1495	0.1036	0.186	-0.0316	0.0343	0.0073	0.0044	-0.0038
ETY6271a	-0.1331	-0.1358	-0.1518	0.1004	0.1796	-0.0249	0.0405	0.0098	0.0164	-0.0066
ETY6277a	-0.1302	-0.1329	-0.1443	0.0981	0.1785	-0.0286	0.0409	0.0175	0.0169	-0.0047
ETY6278a	-0.1341	-0.1359	-0.1533	0.1029	0.1828	-0.0269	0.0392	0.0225	0.0088	-0.0131
ETY6279a	-0.1305	-0.1332	-0.1486	0.0954	0.1831	-0.0167	0.036	0.0186	0.0076	0.0017
ETY6280a	-0.1358	-0.1376	-0.1537	0.0931	0.1803	-0.0367	0.0423	0.0039	0.0096	0.0137
ETY6290a	-0.1262	-0.1327	-0.1448	0.097	0.1793	-0.0383	0.0311	0.0153	0.0079	-0.0063
ETY6351a	-0.1364	-0.1353	-0.155	0.0977	0.19	-0.0238	0.0342	0.0018	0.0091	0.0006
ETY6354a	-0.133	-0.1353	-0.1496	0.0981	0.176	-0.037	0.0349	0.0148	0.0069	-0.0055
ETY6373a	-0.1363	-0.1346	-0.1456	0.1032	0.1872	-0.0159	0.0463	0.0095	0.0145	-0.0029
ETY6378a	-0.1337	-0.1363	-0.1545	0.1022	0.1879	-0.0274	0.0362	0.0002	0.0033	-0.0079
ETY6379a	-0.1115	-0.1178	-0.1176	0.0716	0.1378	-0.0166	0.0202	0.0165	0.0113	-0.0065
ETY6382a	-0.1325	-0.1347	-0.1435	0.0936	0.1838	-0.0335	0.0421	-0.0051	-0.0083	0.008
EVA1	-0.1991	-0.1837	-0.2254	0.1654	0.3044	-0.0422	0.0476	0.0226	0.0258	-0.0034
EVA2	-0.2019	-0.1877	-0.2247	0.1662	0.3033	-0.0262	0.0435	0.0133	0.0377	-0.0032
EVA3	-0.199	-0.1876	-0.229	0.1581	0.2891	-0.0492	0.0648	0.0122	0.0156	-0.0112
EVA4	-0.2026	-0.1866	-0.2283	0.1717	0.2867	-0.0389	0.0378	0.0133	0.0183	-0.0013
EVA5	-0.2023	-0.1872	-0.2226	0.1692	0.3166	-0.0392	0.04	-0.0013	0.0096	-0.0065
EVA6	-0.2033	-0.1862	-0.225	0.1607	0.2919	-0.0553	0.047	0.0216	0.0248	-0.0031
EVA7	-0.2054	-0.1883	-0.2304	0.1726	0.3083	-0.0307	0.0438	0.0191	0.0115	-0.0006
EVA8	-0.2076	-0.1874	-0.2254	0.1635	0.3084	-0.0509	0.0415	0.0135	0.0174	-0.0026
EVA9	-0.1995	-0.1854	-0.2187	0.1619	0.3048	-0.0537	0.0561	0.0264	0.0301	-0.0048
EVA10	-0.2061	-0.1887	-0.2267	0.1714	0.3085	-0.0307	0.0535	-0.0017	0.0224	-0.007
EVA11	-0.2008	-0.1858	-0.2264	0.167	0.2998	-0.0445	0.0324	0.003	0.0271	0.0014
EVA12	-0.2045	-0.1867	-0.2295	0.1715	0.3051	-0.0247	0.0449	0.013	0.0163	-0.0095
EVA13	-0.2033	-0.1917	-0.2253	0.1679	0.3034	-0.0484	0.0667	0.005	0.0359	-0.0061
EVA14	-0.2042	-0.1886	-0.2269	0.1705	0.3159	-0.0443	0.0592	0.0104	0.0065	-0.0051
EVA15	-0.2055	-0.1884	-0.2297	0.1618	0.2989	-0.0453	0.0446	0.0203	0.0169	0.0046
EVA16	-0.2048	-0.1899	-0.2263	0.1658	0.306	-0.0474	0.0521	0.0053	0.023	-0.0042
EVA17	-0.2104	-0.1889	-0.2295	0.1728	0.3089	-0.041	0.0655	0.0179	0.0008	-0.0001
EVA18	-0.2079	-0.1872	-0.2272	0.167	0.3078	-0.0414	0.049	0.0178	0.0328	-0.0048
EVA19	-0.2054	-0.1873	-0.2296	0.1623	0.3068	-0.0439	0.0467	0.008	0.0216	0.0059
EVA20	-0.2063	-0.1865	-0.2271	0.1634	0.3079	-0.0483	0.0389	0.0113	0.0069	-0.0148
EVA21	-0.2063	-0.189	-0.225	0.1684	0.3064	-0.0509	0.0523	0.0037	0.0344	0.0079
EVA22	-0.2079	-0.1873	-0.2273	0.1714	0.3091	-0.0639	0.0507	0.0193	0.016	0.0059
EVA23	-0.2136	-0.1913	-0.2348	0.1678	0.3009	-0.0354	0.0593	0.0133	0.0201	-0.0211
EVA24	-0.2061	-0.1899	-0.2324	0.1736	0.3108	-0.0383	0.0654	0.028	-0.0011	0.0061
EVA25	-0.2058	-0.1925	-0.2317	0.1808	0.3109	-0.0596	0.051	0.0276	0.0349	-0.0127
EVA26	-0.2032	-0.1882	-0.2264	0.1803	0.3071	-0.0352	0.0539	0.0263	0.0279	-0.0018
EVA27	-0.2048	-0.187	-0.2271	0.1655	0.3099	-0.0557	0.0496	0.0076	0.0077	-0.0098
EVA28	-0.2025	-0.187	-0.2205	0.1664	0.3041	-0.044	0.0527	0.0052	0.0132	-0.0076
EVA29	-0.2068	-0.1898	-0.2267	0.1688	0.3058	-0.0523	0.0664	0.015	0.0201	-0.0129
EVA30	-0.2035	-0.1857	-0.223	0.1589	0.2894	-0.0561	0.05	0.0037	0.0172	-0.0162
EVA31	-0.2025	-0.1902	-0.2276	0.1698	0.2924	-0.0328	0.0542	0.0194	0.0347	0.0007
EVA32	-0.2132	-0.1923	-0.2355	0.1653	0.3021	-0.0478	0.0621	0.016	0.0163	-0.0003
EVA33	-0.2083	-0.1875	-0.2325	0.1689	0.2954	-0.0452	0.0636	0.022	0.0101	0.0118
EVA34	-0.2091	-0.1889	-0.2343	0.1688	0.3113	-0.0501	0.0523	0.0104	0.0197	-0.005
EVA35	-0.2062	-0.1878	-0.2295	0.1712	0.3045	-0.0524	0.052	0.0097	0.0209	0.003
EVA36	-0.204	-0.1896	-0.228	0.1685	0.2982	-0.0601	0.0568	0.0086	0.0165	-0.0016
EVA37	-0.2068	-0.188	-0.2347	0.1662	0.2985	-0.0547	0.0533	-0.0016	0.0307	0.0102
EVA38	-0.2134	-0.1909	-0.2301	0.1687	0.2998	-0.0563	0.0581	0.0114	0.0194	-0.0115
EVA39	-0.205	-0.1881	-0.2292	0.1669	0.2902	-0.0574	0.0557	0.0146	0.0219	0.0043
EVA40	-0.212	-0.19	-0.2374	0.1715	0.2997	-0.0596	0.0636	-0.0001	0.0044	0.0036
EVA41	-0.2117	-0.1884	-0.233	0.1676	0.302	-0.0558	0.0427	0.0155	0.0272	-0.0023
EVA42	-0.205	-0.1865	-0.2281	0.1656	0.3041	-0.0542	0.0553	0.0123	0.0186	-0.0022
EVA43	-0.2049	-0.1879	-0.2262	0.1624	0.3001	-0.0452	0.0707	0.0078	0.035	0.0107
EVA45	-0.2085	-0.1906	-0.231	0.1698	0.299	-0.0376	0.0699	0.0206	0.0174	0.0092
EVA46	-0.2013	-0.1843	-0.2263	0.1684	0.2928	-0.0495	0.0587	0.013	0.0232	-0.0014
EVA47	-0.2044	-0.1873	-0.2282	0.1695	0.2954	-0.0535	0.0549	0.012	0.0257	-0.012
EVA48	-0.2085	-0.1881	-0.2281	0.1655	0.3054	-0.0501	0.0617	0.0207	0.0352	0.0069
EVA49	-0.2046	-0.1888	-0.2267	0.1593	0.3124	-0.0574	0.0461	0.0185	0.0274	-0.0069
EVA50	-0.2043	-0.1876	-0.2248	0.1684	0.3044	-0.0687	0.0416	0.0199	0.0085	-0.002
EVA51	-0.1985	-0.1861	-0.2222	0.1687	0.3016	-0.0553	0.0488	0.0151	0.0218	-0.0075
EVA52	-0.2001	-0.185	-0.2283	0.1703	0.2995	-0.0483	0.0525	0.0116	0.0189	-0.0101
EVA53	-0.2061	-0.1881	-0.2306	0.1648	0.2909	-0.0544	0.0649	0.0154	0.0176	-0.0053
EVA54	-0.2029	-0.1889	-0.2282	0.1756	0.3005	-0.0557	0.0528	0.0282	0.0191	0.0016
EVA55	-0.2052	-0.1878	-0.2278	0.1642	0.2897	-0.0416	0.0635	0.0103	0.0245	-0.0073
EVA56	-0.2033	-0.1859	-0.2272	0.1694	0.2902	-0.0354	0.0517	0.0121	0.0241	-0.0124
EVA57	-0.2083	-0.1898	-0.2341	0.1774	0.3083	-0.0477	0.0647	0.0156	0.0124	0.0072
EVA58	-0.2003	-0.1852	-0.2236	0.1655	0.2987	-0.0323	0.0609	0.0068	0.0225	-0.0075
EVA59	-0.2025	-0.1856	-0.2294	0.1687	0.2946	-0.0473	0.0474	0.0083	0.0124	-0.0161
EVA60	-0.2021	-0.1848	-0.2254	0.1668	0.3008	-0.0641	0.0441	0.0052	0.0236	-0.0032
EVA61	-0.204	-0.1858	-0.228	0.168	0.2994	-0.072	0.0457	0.0223	0.0185	0.0022
EVA62	-0.2077	-0.1891	-0.233	0.1664	0.2934	-0.0498	0.0625	0.0177	0.0211	-0.0138
EVA63	-0.2056	-0.1887	-0.231	0.1665	0.3107	-0.0353	0.0538	0.0281	0.0213	0.0001
EVA64	-0.2013	-0.1866	-0.2244	0.1652	0.2918	-0.0593	0.0545	0.0149	0.0351	0.0013
EVA65	-0.2071	-0.188	-0.2262	0.1629	0.3034	-0.0518	0.0572	0.0293	0.0125	-0.0018
EVA66	-0.2072	-0.1889	-0.2318	0.1635	0.306	-0.0603	0.0403	-0.0028	0.0233	-0.0016
EVA67	-0.2056	-0.1874	-0.2321	0.1687	0.296	-0.0476	0.0635	0.0134	0.0203	-0.0128
EVA68	-0.2014	-0.1866	-0.2245	0.1669	0.2915	-0.0432	0.0584	0.0178	0.0224	0.0103
EVA69	-0.207	-0.1899	-0.2301	0.1624	0.2968	-0.0523	0.0505	0.0086	0.012	-0.0095
EVA70	-0.2036	-0.1868	-0.2231	0.1669	0.2975	-0.0555	0.0663	0.0092	0.0397	-0.0121
EVA71	-0.2146	-0.1919	-0.2399	0.178	0.3029	-0.0569	0.0453	0.0073	0.0093	-0.0109
EVA72	-0.2098	-0.1905	-0.2409	0.1737	0.3091	-0.0489	0.0672	0.0065	0.0228	0.0025
EVA73	-0.2021	-0.1893	-0.2317	0.1644	0.3018	-0.0564	0.0594	0.0216	0.0197	0.0004
EVA74	-0.2057	-0.1879	-0.2243	0.1741	0.307	-0.0529	0.0644	0.025	0.0223	0.0207
EVA75	-0.2067	-0.189	-0.2321	0.1699	0.3115	-0.0456	0.0428	0.0105	0.0173	0.0053
EVA76	-0.2131	-0.1904	-0.2362	0.1757	0.3133	-0.0542	0.0449	0.01	0.0123	0.0001
EVA77	-0.2025	-0.1886	-0.2239	0.1632	0.3055	-0.06	0.0628	0.0147	0.0324	-0.0015
EVA78	-0.2025	-0.1882	-0.2274	0.1717	0.3018	-0.0463	0.0448	0.0245	0.0199	-0.0017
EVA79	-0.2053	-0.19	-0.2304	0.1696	0.2964	-0.0585	0.0492	0.0227	0.0069	-0.0117
EVA80	-0.2074	-0.1902	-0.2308	0.1709	0.3047	-0.061	0.0485	0.012	0.0038	0.0096
EVA81	-0.2067	-0.1866	-0.2249	0.1691	0.3038	-0.059	0.0542	0.0159	0.0056	-0.0063
